Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
04-MAY-2026,531398,129.95,127.30,0.0206,0.0341,0.0341,0.6515
04-MAY-2026,531399,163.85,162.30,0.0095,0.0339,0.0338,0.6457
04-MAY-2026,531402,16.49,15.59,0.0561,0.0326,0.0328,0.6266
04-MAY-2026,531406,17.80,17.80,0.0000,0.0303,0.0303,0.5789
04-MAY-2026,531409,28.99,28.99,0.0000,0.0278,0.0278,0.5311
04-MAY-2026,531411,1.06,1.07,-0.0094,0.0316,0.0315,0.6018
04-MAY-2026,531412,181.65,191.00,-0.0502,0.0263,0.0265,0.5063
04-MAY-2026,531413,26.00,26.00,0.0000,0.0296,0.0295,0.5636
04-MAY-2026,531416,35.93,34.94,0.0279,0.0390,0.0389,0.7432
04-MAY-2026,531417,3.92,4.04,-0.0302,0.0402,0.0402,0.7680
04-MAY-2026,531432,14.07,14.07,0.0000,0.0396,0.0395,0.7546
04-MAY-2026,531433,3.85,3.80,0.0131,0.0334,0.0333,0.6362
04-MAY-2026,531436,32.06,31.49,0.0179,0.0381,0.0381,0.7279
04-MAY-2026,531437,24.83,25.00,-0.0068,0.0328,0.0327,0.6247
04-MAY-2026,531441,18.01,18.00,0.0006,0.0296,0.0295,0.5636
04-MAY-2026,531444,7.70,7.99,-0.0370,0.0365,0.0365,0.6973
04-MAY-2026,531454,19.98,19.47,0.0259,0.0345,0.0344,0.6572
04-MAY-2026,531456,1.43,1.50,-0.0478,0.0440,0.0440,0.8406
04-MAY-2026,531458,6.61,6.30,0.0480,0.0318,0.0319,0.6094
04-MAY-2026,531460,8.82,8.82,0.0000,0.0385,0.0384,0.7336
04-MAY-2026,531463,27.25,26.72,0.0196,0.1463,0.1459,2.7874
04-MAY-2026,531465,0.49,0.49,0.0000,0.0068,0.0068,0.1299
04-MAY-2026,531471,16.83,17.11,-0.0165,0.0371,0.0370,0.7069
04-MAY-2026,531472,44.20,46.50,-0.0507,0.0403,0.0403,0.7699
04-MAY-2026,531486,2.70,2.75,-0.0183,0.0318,0.0318,0.6075
04-MAY-2026,531489,209.05,203.15,0.0286,0.0316,0.0316,0.6037
04-MAY-2026,531496,9.28,9.28,0.0000,0.0200,0.0200,0.3821
04-MAY-2026,531499,1.84,1.76,0.0445,0.0340,0.0341,0.6515
04-MAY-2026,531502,11.90,11.67,0.0195,0.0179,0.0179,0.3420
04-MAY-2026,531503,29.85,30.38,-0.0176,0.0350,0.0349,0.6668
04-MAY-2026,531505,24.73,26.03,-0.0512,0.0317,0.0318,0.6075
04-MAY-2026,531506,46.99,46.96,0.0006,0.0327,0.0326,0.6228
04-MAY-2026,531509,33.00,33.00,0.0000,0.0323,0.0322,0.6152
04-MAY-2026,531512,17.41,18.32,-0.0509,0.0376,0.0377,0.7203
04-MAY-2026,531515,10.06,10.06,0.0000,0.0359,0.0358,0.6840
04-MAY-2026,531518,0.30,0.31,-0.0328,0.0346,0.0346,0.6610
04-MAY-2026,531521,23.62,23.62,0.0000,0.0250,0.0249,0.4757
04-MAY-2026,531525,137.55,143.85,-0.0448,0.0283,0.0284,0.5426
04-MAY-2026,531529,1.67,1.67,0.0000,0.0323,0.0322,0.6152
04-MAY-2026,531533,55.91,58.02,-0.0370,0.0339,0.0339,0.6477
04-MAY-2026,531537,150.35,143.20,0.0487,0.0330,0.0331,0.6324
04-MAY-2026,531539,36.50,36.50,0.0000,0.0422,0.0421,0.8043
04-MAY-2026,531540,13.65,13.75,-0.0073,0.0315,0.0314,0.5999
04-MAY-2026,531541,2.71,2.85,-0.0504,0.0347,0.0348,0.6649
04-MAY-2026,531550,179.80,178.00,0.0101,0.0352,0.0351,0.6706
04-MAY-2026,531552,14.85,15.11,-0.0174,0.0323,0.0323,0.6171
04-MAY-2026,531553,25.05,23.96,0.0445,0.0445,0.0445,0.8502
04-MAY-2026,531557,53.44,50.95,0.0477,0.0411,0.0411,0.7852
04-MAY-2026,531568,5.96,5.96,0.0000,0.0353,0.0352,0.6725
04-MAY-2026,531569,161.60,160.00,0.0100,0.0327,0.0327,0.6247
04-MAY-2026,531572,75.03,71.46,0.0488,0.0292,0.0293,0.5598
04-MAY-2026,531574,10.50,10.00,0.0488,0.0356,0.0357,0.6820
04-MAY-2026,531578,9.01,9.20,-0.0209,0.0391,0.0390,0.7451
04-MAY-2026,531582,37.48,38.24,-0.0201,0.0372,0.0371,0.7088
04-MAY-2026,531583,38.95,39.52,-0.0145,0.0374,0.0373,0.7126
04-MAY-2026,531585,8.51,8.51,0.0000,0.0316,0.0315,0.6018
04-MAY-2026,531591,19.18,19.61,-0.0222,0.0245,0.0245,0.4681
04-MAY-2026,531592,1.25,1.22,0.0243,0.0353,0.0353,0.6744
04-MAY-2026,531594,11.99,12.62,-0.0512,0.0371,0.0372,0.7107
04-MAY-2026,531600,64.20,64.20,0.0000,0.0244,0.0243,0.4643
04-MAY-2026,531608,49.55,53.95,-0.0851,0.0476,0.0478,0.9132
04-MAY-2026,531609,190.50,200.25,-0.0499,0.0374,0.0375,0.7164
04-MAY-2026,531613,2.25,2.33,-0.0349,0.0326,0.0326,0.6228
04-MAY-2026,531616,46.51,48.16,-0.0349,0.0289,0.0289,0.5521
04-MAY-2026,531626,5.39,5.46,-0.0129,0.0323,0.0322,0.6152
04-MAY-2026,531628,33.10,31.53,0.0486,0.0296,0.0297,0.5674
04-MAY-2026,531635,85.00,83.00,0.0238,0.0321,0.0320,0.6114
04-MAY-2026,531640,12.57,12.57,0.0000,0.0182,0.0182,0.3477
04-MAY-2026,531644,19.74,20.05,-0.0156,0.0446,0.0445,0.8502
04-MAY-2026,531647,22.81,22.81,0.0000,0.0085,0.0085,0.1624
04-MAY-2026,531651,56.66,59.62,-0.0509,0.0331,0.0332,0.6343
04-MAY-2026,531652,82.54,82.32,0.0027,0.0390,0.0389,0.7432
04-MAY-2026,531658,10.70,10.37,0.0313,0.0277,0.0277,0.5292
04-MAY-2026,531661,11.75,11.00,0.0660,0.0493,0.0494,0.9438
04-MAY-2026,531663,8.47,8.07,0.0484,0.0373,0.0374,0.7145
04-MAY-2026,531667,31.34,29.92,0.0464,0.0384,0.0385,0.7355
04-MAY-2026,531668,2.90,2.79,0.0387,0.0475,0.0474,0.9056
04-MAY-2026,531671,1.54,1.60,-0.0382,0.0335,0.0335,0.6400
04-MAY-2026,531672,21.02,22.49,-0.0676,0.0413,0.0415,0.7929
04-MAY-2026,531673,29.73,30.12,-0.0130,0.0348,0.0347,0.6629
04-MAY-2026,531676,294.90,293.10,0.0061,0.0253,0.0252,0.4814
04-MAY-2026,531677,380.15,380.15,0.0000,0.0245,0.0244,0.4662
04-MAY-2026,531680,20.64,20.75,-0.0053,0.0425,0.0423,0.8081
04-MAY-2026,531681,0.72,0.69,0.0426,0.0444,0.0444,0.8483
04-MAY-2026,531685,5.01,4.78,0.0470,0.0129,0.0133,0.2541
04-MAY-2026,531686,1.73,1.73,0.0000,0.0128,0.0128,0.2445
04-MAY-2026,531688,121.90,118.77,0.0260,0.0394,0.0393,0.7508
04-MAY-2026,531692,2.91,2.91,0.0000,0.0391,0.0390,0.7451
04-MAY-2026,531694,45.08,46.50,-0.0310,0.0350,0.0350,0.6687
04-MAY-2026,531716,1.96,1.95,0.0051,0.0370,0.0369,0.7050
04-MAY-2026,531726,115.25,115.67,-0.0036,0.0305,0.0304,0.5808
04-MAY-2026,531735,26.96,26.96,0.0000,0.0107,0.0107,0.2044
04-MAY-2026,531737,0.50,0.49,0.0202,0.0131,0.0132,0.2522
04-MAY-2026,531738,0.03,0.03,0.0000,0.3399,0.3390,6.4766
04-MAY-2026,531739,10.14,9.99,0.0149,0.0344,0.0343,0.6553
04-MAY-2026,531743,204.40,204.40,0.0000,0.0168,0.0168,0.3210
04-MAY-2026,531744,56.15,57.01,-0.0152,0.0414,0.0413,0.7890
04-MAY-2026,531752,0.47,0.47,0.0000,0.0313,0.0312,0.5961
04-MAY-2026,531758,12.54,12.74,-0.0158,0.0464,0.0463,0.8846
04-MAY-2026,531762,21.50,22.00,-0.0230,0.0343,0.0343,0.6553
04-MAY-2026,531769,4.62,4.71,-0.0193,0.0298,0.0297,0.5674
04-MAY-2026,531771,163.20,165.00,-0.0110,0.0254,0.0253,0.4834
04-MAY-2026,531778,28.50,28.50,0.0000,0.0394,0.0393,0.7508
04-MAY-2026,531779,14.00,14.00,0.0000,0.0384,0.0383,0.7317
04-MAY-2026,531780,5.86,5.52,0.0598,0.0328,0.0330,0.6305
04-MAY-2026,531784,1.33,1.34,-0.0075,0.0271,0.0270,0.5158
04-MAY-2026,531794,98.21,99.20,-0.0100,0.1125,0.1122,2.1436
04-MAY-2026,531797,125.90,129.95,-0.0317,0.0359,0.0359,0.6859
04-MAY-2026,531802,22.38,23.20,-0.0360,0.0311,0.0311,0.5942
04-MAY-2026,531810,63.40,61.82,0.0252,0.0332,0.0332,0.6343
04-MAY-2026,531812,0.61,0.58,0.0504,0.0326,0.0328,0.6266
04-MAY-2026,531813,70.00,70.00,0.0000,0.0252,0.0252,0.4814
04-MAY-2026,531814,8.69,9.39,-0.0775,0.0361,0.0364,0.6954
04-MAY-2026,531821,26.65,26.65,0.0000,0.0331,0.0330,0.6305
04-MAY-2026,531822,173.30,169.00,0.0251,0.0437,0.0436,0.8330
04-MAY-2026,531825,14.95,14.95,0.0000,0.0028,0.0028,0.0535
04-MAY-2026,531832,46.53,46.55,-0.0004,0.0301,0.0300,0.5731
04-MAY-2026,531834,17.87,17.02,0.0487,0.0431,0.0431,0.8234
04-MAY-2026,531840,25.71,26.94,-0.0467,0.0366,0.0366,0.6992
04-MAY-2026,531841,85.00,83.48,0.0180,0.0370,0.0370,0.7069
04-MAY-2026,531846,12.00,12.00,0.0000,0.0426,0.0425,0.8120
04-MAY-2026,531859,134.00,134.35,-0.0026,0.0320,0.0319,0.6094
04-MAY-2026,531861,47.57,47.52,0.0011,0.0277,0.0276,0.5273
04-MAY-2026,531862,28.09,28.67,-0.0204,0.0278,0.0277,0.5292
04-MAY-2026,531867,3.85,3.70,0.0397,0.0344,0.0344,0.6572
04-MAY-2026,531869,3.93,3.90,0.0077,0.0307,0.0307,0.5865
04-MAY-2026,531870,17.75,18.42,-0.0371,0.0325,0.0325,0.6209
04-MAY-2026,531878,9.99,10.17,-0.0179,0.0361,0.0360,0.6878
04-MAY-2026,531885,8.13,8.13,0.0000,0.0003,0.0003,0.0057
04-MAY-2026,531887,42.46,42.46,0.0000,0.0117,0.0117,0.2235
04-MAY-2026,531888,68.48,68.55,-0.0010,0.0283,0.0283,0.5407
04-MAY-2026,531889,32.41,33.64,-0.0372,0.0391,0.0391,0.7470
04-MAY-2026,531893,0.37,0.37,0.0000,0.0317,0.0317,0.6056
04-MAY-2026,531900,25.48,26.90,-0.0542,0.0422,0.0422,0.8062
04-MAY-2026,531902,21.53,21.85,-0.0148,0.0425,0.0424,0.8101
04-MAY-2026,531909,1.79,1.78,0.0056,0.0346,0.0345,0.6591
04-MAY-2026,531910,235.25,232.90,0.0100,0.0397,0.0396,0.7566
04-MAY-2026,531911,51.00,50.02,0.0194,0.0362,0.0362,0.6916
04-MAY-2026,531913,16.08,15.61,0.0297,0.0309,0.0309,0.5903
04-MAY-2026,531918,96.17,97.66,-0.0154,0.0376,0.0375,0.7164
04-MAY-2026,531923,118.85,120.40,-0.0130,0.0306,0.0305,0.5827
04-MAY-2026,531925,1.18,1.19,-0.0084,0.0534,0.0533,1.0183
04-MAY-2026,531928,12.96,12.35,0.0482,0.0208,0.0211,0.4031
04-MAY-2026,531929,4.66,4.90,-0.0502,0.0320,0.0322,0.6152
04-MAY-2026,531930,27.47,26.75,0.0266,0.0461,0.0461,0.8807
04-MAY-2026,531931,152.15,156.35,-0.0272,0.0371,0.0371,0.7088
04-MAY-2026,531944,19.39,19.75,-0.0184,0.0379,0.0378,0.7222
04-MAY-2026,531950,2.78,3.00,-0.0762,0.0324,0.0328,0.6266
04-MAY-2026,531952,64.11,63.97,0.0022,0.0297,0.0297,0.5674
04-MAY-2026,531959,1.99,1.92,0.0358,0.0340,0.0340,0.6496
04-MAY-2026,531960,5.04,5.04,0.0000,0.0287,0.0286,0.5464
04-MAY-2026,531962,41.39,41.04,0.0085,0.0407,0.0406,0.7757
04-MAY-2026,531968,43.02,43.90,-0.0202,0.0495,0.0494,0.9438
04-MAY-2026,531971,138.25,145.50,-0.0511,0.0159,0.0163,0.3114
04-MAY-2026,531977,7.18,7.16,0.0028,0.0377,0.0376,0.7183
04-MAY-2026,531979,102.30,103.51,-0.0118,0.0327,0.0326,0.6228
04-MAY-2026,531980,36.27,36.27,0.0000,0.0263,0.0262,0.5006
04-MAY-2026,531982,13.15,13.48,-0.0248,0.0344,0.0344,0.6572
04-MAY-2026,531989,37.00,37.00,0.0000,0.0293,0.0292,0.5579
04-MAY-2026,531991,0.56,0.55,0.0180,0.0408,0.0407,0.7776
04-MAY-2026,531994,180.00,172.50,0.0426,0.0297,0.0298,0.5693
04-MAY-2026,531996,8.32,8.28,0.0048,0.0383,0.0382,0.7298
04-MAY-2026,531997,46.93,45.90,0.0222,0.0332,0.0332,0.6343
04-MAY-2026,532001,49.09,50.00,-0.0184,0.0374,0.0374,0.7145
04-MAY-2026,532005,45.25,43.50,0.0394,0.0383,0.0383,0.7317
04-MAY-2026,532007,31.43,31.43,0.0000,0.0300,0.0300,0.5731
04-MAY-2026,532011,85.50,90.00,-0.0513,0.0411,0.0412,0.7871
04-MAY-2026,532015,14.99,14.28,0.0485,0.0389,0.0390,0.7451
04-MAY-2026,532016,225.75,219.35,0.0288,0.0340,0.0340,0.6496
04-MAY-2026,532024,13.69,13.69,0.0000,0.0070,0.0069,0.1318
04-MAY-2026,532039,44.02,43.61,0.0094,0.0283,0.0283,0.5407
04-MAY-2026,532041,8.86,9.06,-0.0223,0.0368,0.0368,0.7031
04-MAY-2026,532042,37.18,38.05,-0.0231,0.0359,0.0358,0.6840
04-MAY-2026,532053,80.06,78.38,0.0212,0.0377,0.0376,0.7183
04-MAY-2026,532056,173.80,169.15,0.0271,0.0340,0.0340,0.6496
04-MAY-2026,532057,110.15,107.00,0.0290,0.0391,0.0390,0.7451
04-MAY-2026,532070,189.90,192.45,-0.0133,0.0334,0.0333,0.6362
04-MAY-2026,532072,0.23,0.22,0.0445,0.0000,0.0031,0.0592
04-MAY-2026,532078,30.23,30.23,0.0000,0.0205,0.0205,0.3917
04-MAY-2026,532083,3.28,3.28,0.0000,0.0027,0.0027,0.0516
04-MAY-2026,532090,26.10,25.95,0.0058,0.0307,0.0307,0.5865
04-MAY-2026,532092,1.96,1.90,0.0311,0.0347,0.0347,0.6629
04-MAY-2026,532100,11.49,11.00,0.0436,0.0417,0.0417,0.7967
04-MAY-2026,532102,31.51,31.22,0.0092,0.0317,0.0317,0.6056
04-MAY-2026,532105,30.36,30.36,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,532113,11.89,11.89,0.0000,0.0406,0.0405,0.7738
04-MAY-2026,532123,4.71,4.71,0.0000,0.0346,0.0345,0.6591
04-MAY-2026,532124,21.30,21.32,-0.0009,0.0368,0.0367,0.7012
04-MAY-2026,532131,21.00,20.68,0.0154,0.0407,0.0406,0.7757
04-MAY-2026,532139,11.05,11.63,-0.0512,0.0053,0.0064,0.1223
04-MAY-2026,532140,2.59,2.47,0.0474,0.0396,0.0396,0.7566
04-MAY-2026,532145,11.13,11.32,-0.0169,0.0347,0.0347,0.6629
04-MAY-2026,532154,0.59,0.59,0.0000,0.0356,0.0355,0.6782
04-MAY-2026,532159,9.50,9.21,0.0310,0.0409,0.0408,0.7795
04-MAY-2026,532160,10.93,10.78,0.0138,0.0263,0.0263,0.5025
04-MAY-2026,532164,1.64,1.72,-0.0476,0.0328,0.0329,0.6286
04-MAY-2026,532167,28.03,28.03,0.0000,0.0103,0.0103,0.1968
04-MAY-2026,532183,9.51,9.50,0.0011,0.0329,0.0328,0.6266
04-MAY-2026,532217,30.02,30.01,0.0003,0.0343,0.0342,0.6534
04-MAY-2026,532230,155.00,158.55,-0.0226,0.0273,0.0273,0.5216
04-MAY-2026,532262,1565.00,1565.00,0.0000,0.0241,0.0241,0.4604
04-MAY-2026,532275,1.94,2.02,-0.0404,0.0312,0.0313,0.5980
04-MAY-2026,532284,28.93,29.14,-0.0072,0.0308,0.0307,0.5865
04-MAY-2026,532303,3.82,3.64,0.0483,0.0535,0.0535,1.0221
04-MAY-2026,532304,51.47,55.00,-0.0663,0.0427,0.0429,0.8196
04-MAY-2026,532315,6.18,6.06,0.0196,0.0406,0.0405,0.7738
04-MAY-2026,532320,9.97,10.44,-0.0461,0.0397,0.0397,0.7585
04-MAY-2026,532323,20.21,20.33,-0.0059,0.0292,0.0291,0.5560
04-MAY-2026,532329,750.70,769.15,-0.0243,0.0398,0.0398,0.7604
04-MAY-2026,532333,64.74,62.97,0.0277,0.0298,0.0298,0.5693
04-MAY-2026,532336,1.65,1.65,0.0000,0.0083,0.0083,0.1586
04-MAY-2026,532340,3.66,3.49,0.0476,0.0473,0.0473,0.9037
04-MAY-2026,532344,200.00,200.00,0.0000,0.0313,0.0312,0.5961
04-MAY-2026,532350,4.30,4.11,0.0452,0.0335,0.0335,0.6400
04-MAY-2026,532354,6.62,6.38,0.0369,0.0445,0.0445,0.8502
04-MAY-2026,532355,7.51,7.90,-0.0506,0.0461,0.0461,0.8807
04-MAY-2026,532359,3.86,4.06,-0.0505,0.0386,0.0386,0.7375
04-MAY-2026,532362,153.00,153.05,-0.0003,0.0363,0.0362,0.6916
04-MAY-2026,532373,24.32,24.50,-0.0074,0.0299,0.0298,0.5693
04-MAY-2026,532378,5.20,5.20,0.0000,0.0510,0.0508,0.9705
04-MAY-2026,532379,7.39,7.25,0.0191,0.0406,0.0405,0.7738
04-MAY-2026,532380,13.75,13.84,-0.0065,0.0332,0.0331,0.6324
04-MAY-2026,532384,121.75,122.92,-0.0096,0.0255,0.0254,0.4853
04-MAY-2026,532397,11.50,12.04,-0.0459,0.0372,0.0373,0.7126
04-MAY-2026,532402,10.96,11.46,-0.0446,0.0424,0.0424,0.8101
04-MAY-2026,532403,9.04,9.06,-0.0022,0.0187,0.0186,0.3554
04-MAY-2026,532404,39.00,38.09,0.0236,0.0223,0.0223,0.4260
04-MAY-2026,532410,28.01,27.52,0.0176,0.0329,0.0329,0.6286
04-MAY-2026,532425,27.86,26.96,0.0328,0.0414,0.0414,0.7909
04-MAY-2026,532444,1.93,2.03,-0.0505,0.0318,0.0320,0.6114
04-MAY-2026,532455,18.61,18.70,-0.0048,0.0333,0.0333,0.6362
04-MAY-2026,532467,27.15,27.48,-0.0121,0.0339,0.0338,0.6457
04-MAY-2026,532470,96.09,96.09,0.0000,0.0191,0.0191,0.3649
04-MAY-2026,532645,2.79,2.80,-0.0036,0.0499,0.0498,0.9514
04-MAY-2026,532656,2.80,2.88,-0.0282,0.0348,0.0348,0.6649
04-MAY-2026,532676,10.52,11.10,-0.0537,0.0415,0.0415,0.7929
04-MAY-2026,532701,16.22,16.99,-0.0464,0.0320,0.0321,0.6133
04-MAY-2026,532723,35.60,35.60,0.0000,0.0396,0.0395,0.7546
04-MAY-2026,532744,9.74,9.85,-0.0112,0.0395,0.0394,0.7527
04-MAY-2026,532745,2.89,3.03,-0.0473,0.0304,0.0305,0.5827
04-MAY-2026,532806,34.50,34.40,0.0029,0.0481,0.0479,0.9151
04-MAY-2026,532820,14.14,13.51,0.0456,0.0350,0.0351,0.6706
04-MAY-2026,532825,5.09,5.15,-0.0117,0.0419,0.0418,0.7986
04-MAY-2026,532829,221.80,214.05,0.0356,0.0284,0.0284,0.5426
04-MAY-2026,532855,151.10,143.05,0.0547,0.0340,0.0342,0.6534
04-MAY-2026,532879,280.00,282.95,-0.0105,0.0337,0.0336,0.6419
04-MAY-2026,532893,74.12,76.77,-0.0351,0.0404,0.0404,0.7718
04-MAY-2026,532911,5.13,5.05,0.0157,0.0345,0.0344,0.6572
04-MAY-2026,532918,24.45,24.75,-0.0122,0.0320,0.0320,0.6114
04-MAY-2026,532933,55.00,53.81,0.0219,0.0306,0.0306,0.5846
04-MAY-2026,532957,67.00,64.00,0.0458,0.0360,0.0360,0.6878
04-MAY-2026,532975,12.58,12.50,0.0064,0.0394,0.0393,0.7508
04-MAY-2026,532985,84.29,84.04,0.0030,0.0102,0.0102,0.1949
04-MAY-2026,532992,31.99,31.50,0.0154,0.0383,0.0382,0.7298
04-MAY-2026,533007,7.84,7.92,-0.0102,0.0336,0.0335,0.6400
04-MAY-2026,533018,5415.00,5415.00,0.0000,0.0837,0.0835,1.5953
04-MAY-2026,533019,1616.00,1616.00,0.0000,0.0326,0.0325,0.6209
04-MAY-2026,533056,21.76,21.36,0.0186,0.0294,0.0294,0.5617
04-MAY-2026,533100,7.90,7.89,0.0013,0.0300,0.0299,0.5712
04-MAY-2026,533101,119.70,122.00,-0.0190,0.0362,0.0361,0.6897
04-MAY-2026,533110,13.22,12.60,0.0480,0.0391,0.0392,0.7489
04-MAY-2026,533149,8.59,8.75,-0.0185,0.0562,0.0561,1.0718
04-MAY-2026,533167,96.91,95.45,0.0152,0.0307,0.0307,0.5865
04-MAY-2026,533202,4.59,5.09,-0.1034,0.0383,0.0389,0.7432
04-MAY-2026,533212,65.36,68.49,-0.0468,0.0390,0.0390,0.7451
04-MAY-2026,533268,3.78,3.60,0.0488,0.0410,0.0411,0.7852
04-MAY-2026,533285,27.01,28.43,-0.0512,0.0397,0.0398,0.7604
04-MAY-2026,533289,65.95,66.01,-0.0009,0.0368,0.0368,0.7031
04-MAY-2026,533315,65.05,71.12,-0.0892,0.0396,0.0400,0.7642
04-MAY-2026,533407,152.20,151.35,0.0056,0.0380,0.0379,0.7241
04-MAY-2026,533427,24.45,24.91,-0.0186,0.0353,0.0352,0.6725
04-MAY-2026,533477,420.05,407.80,0.0296,0.0215,0.0216,0.4127
04-MAY-2026,533602,0.93,0.94,-0.0107,0.0273,0.0273,0.5216
04-MAY-2026,533608,164.35,161.85,0.0153,0.0270,0.0270,0.5158
04-MAY-2026,533896,16.11,17.40,-0.0770,0.0417,0.0420,0.8024
04-MAY-2026,534060,2.10,1.92,0.0896,0.0332,0.0337,0.6438
04-MAY-2026,534063,36.72,36.71,0.0003,0.0444,0.0443,0.8464
04-MAY-2026,534064,1.63,1.63,0.0000,0.0341,0.0340,0.6496
04-MAY-2026,534190,3.15,2.98,0.0555,0.0493,0.0494,0.9438
04-MAY-2026,534338,12.89,11.75,0.0926,0.0370,0.0375,0.7164
04-MAY-2026,534422,6.09,5.97,0.0199,0.0360,0.0359,0.6859
04-MAY-2026,534535,10.22,10.05,0.0168,0.1884,0.1880,3.5917
04-MAY-2026,534612,19.49,19.56,-0.0036,0.0341,0.0340,0.6496
04-MAY-2026,534623,63.69,63.86,-0.0027,0.0372,0.0371,0.7088
04-MAY-2026,534639,26.99,26.90,0.0033,0.0378,0.0377,0.7203
04-MAY-2026,534691,17.11,17.25,-0.0081,0.0387,0.0387,0.7394
04-MAY-2026,534732,39.96,40.46,-0.0124,0.0360,0.0359,0.6859
04-MAY-2026,534733,24.71,23.80,0.0375,0.0302,0.0303,0.5789
04-MAY-2026,534741,0.59,0.58,0.0171,0.0332,0.0331,0.6324
04-MAY-2026,534755,0.99,0.99,0.0000,0.0486,0.0484,0.9247
04-MAY-2026,534796,195.85,192.05,0.0196,0.0307,0.0306,0.5846
04-MAY-2026,534920,77.49,77.49,0.0000,0.0203,0.0202,0.3859
04-MAY-2026,535204,3.00,3.07,-0.0231,0.0475,0.0474,0.9056
04-MAY-2026,535205,4.15,3.94,0.0519,0.0384,0.0384,0.7336
04-MAY-2026,535267,7.94,7.95,-0.0013,0.0256,0.0255,0.4872
04-MAY-2026,535276,855.99,853.28,0.0032,0.0088,0.0088,0.1681
04-MAY-2026,535387,68.96,72.42,-0.0490,0.0378,0.0379,0.7241
04-MAY-2026,535431,0.66,0.68,-0.0299,0.0301,0.0301,0.5751
04-MAY-2026,535514,6.75,7.10,-0.0506,0.0313,0.0314,0.5999
04-MAY-2026,535566,116.55,116.55,0.0000,0.0406,0.0405,0.7738
04-MAY-2026,535620,310.25,295.50,0.0487,0.0442,0.0442,0.8444
04-MAY-2026,535621,150.00,149.90,0.0007,0.0394,0.0393,0.7508
04-MAY-2026,535657,7.55,7.94,-0.0504,0.0435,0.0435,0.8311
04-MAY-2026,535667,207.15,204.95,0.0107,0.0473,0.0472,0.9018
04-MAY-2026,535693,153.40,150.45,0.0194,0.0299,0.0298,0.5693
04-MAY-2026,535719,45.60,43.58,0.0453,0.0386,0.0386,0.7375
04-MAY-2026,535730,0.53,0.52,0.0190,0.0320,0.0320,0.6114
04-MAY-2026,535910,0.77,0.74,0.0397,0.0337,0.0337,0.6438
04-MAY-2026,535916,64.81,58.44,0.1035,0.0387,0.0393,0.7508
04-MAY-2026,536073,1.63,1.61,0.0123,0.0332,0.0332,0.6343
04-MAY-2026,536493,345.00,353.70,-0.0249,0.0295,0.0295,0.5636
04-MAY-2026,536565,54.88,55.03,-0.0027,0.0318,0.0317,0.6056
04-MAY-2026,536659,4.01,3.84,0.0433,0.0304,0.0305,0.5827
04-MAY-2026,536672,7.68,7.88,-0.0257,0.0335,0.0334,0.6381
04-MAY-2026,536709,11.21,11.78,-0.0496,0.0291,0.0293,0.5598
04-MAY-2026,536846,124.10,130.60,-0.0511,0.0284,0.0286,0.5464
04-MAY-2026,536965,8.51,8.51,0.0000,0.0334,0.0333,0.6362
04-MAY-2026,536974,87.29,85.99,0.0150,0.0308,0.0308,0.5884
04-MAY-2026,537069,14.03,13.70,0.0238,0.0303,0.0302,0.5770
04-MAY-2026,537253,65.40,64.20,0.0185,0.0328,0.0327,0.6247
04-MAY-2026,537254,282.40,268.98,0.0487,0.2499,0.2493,4.7629
04-MAY-2026,537326,95.42,89.74,0.0614,0.0314,0.0316,0.6037
04-MAY-2026,537536,77.00,78.38,-0.0178,0.0285,0.0284,0.5426
04-MAY-2026,537707,0.80,0.80,0.0000,0.0409,0.0408,0.7795
04-MAY-2026,537709,4.33,4.24,0.0210,0.0274,0.0274,0.5235
04-MAY-2026,537766,2.12,2.14,-0.0094,0.0375,0.0374,0.7145
04-MAY-2026,537800,0.64,0.61,0.0480,0.0345,0.0346,0.6610
04-MAY-2026,537839,92.41,92.00,0.0044,0.0361,0.0360,0.6878
04-MAY-2026,537840,45.05,45.04,0.0002,0.0315,0.0314,0.5999
04-MAY-2026,537985,17.83,17.46,0.0210,0.0405,0.0405,0.7738
04-MAY-2026,538081,5.80,5.66,0.0244,0.0436,0.0436,0.8330
04-MAY-2026,538092,98.80,103.99,-0.0512,0.0305,0.0306,0.5846
04-MAY-2026,538212,0.40,0.40,0.0000,0.0362,0.0361,0.6897
04-MAY-2026,538273,23.07,23.07,0.0000,0.0414,0.0413,0.7890
04-MAY-2026,538351,1.82,1.81,0.0055,0.0333,0.0332,0.6343
04-MAY-2026,538382,86.70,85.71,0.0115,0.0298,0.0297,0.5674
04-MAY-2026,538395,73.20,77.05,-0.0513,0.0350,0.0351,0.6706
04-MAY-2026,538401,137.95,139.65,-0.0122,0.0359,0.0358,0.6840
04-MAY-2026,538422,0.46,0.47,-0.0215,0.0340,0.0340,0.6496
04-MAY-2026,538451,6.30,6.02,0.0455,0.0840,0.0839,1.6029
04-MAY-2026,538464,4.46,4.35,0.0250,0.0440,0.0440,0.8406
04-MAY-2026,538465,13.82,14.50,-0.0480,0.0420,0.0420,0.8024
