Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
04-MAY-2026,DBL,474.90,464.80,0.0215,0.0246,0.0245,0.4681
04-MAY-2026,DBOL,128.09,125.07,0.0239,0.0284,0.0284,0.5426
04-MAY-2026,DBREALTY,124.28,103.54,0.1826,0.0328,0.0352,0.6725
04-MAY-2026,DBSTOCKBRO,27.05,27.55,-0.0183,0.0208,0.0208,0.3974
04-MAY-2026,DCAL,186.41,183.25,0.0171,0.0357,0.0356,0.6801
04-MAY-2026,DCBBANK,185.66,186.76,-0.0059,0.0239,0.0239,0.4566
04-MAY-2026,DCI,281.85,286.90,-0.0178,0.0332,0.0332,0.6343
04-MAY-2026,DCM,81.83,82.02,-0.0023,0.0278,0.0277,0.5292
04-MAY-2026,DCMFINSERV,4.70,4.72,-0.0042,0.0382,0.0381,0.7279
04-MAY-2026,DCMNVL,169.61,142.60,0.1735,0.0284,0.0309,0.5903
04-MAY-2026,DCMSHRIRAM,1252.00,1227.40,0.0198,0.0225,0.0225,0.4299
04-MAY-2026,DCMSIL,68.84,65.59,0.0484,0.0295,0.0296,0.5655
04-MAY-2026,DCMSRIND,48.33,42.73,0.1232,0.0255,0.0269,0.5139
04-MAY-2026,DCW,48.11,47.10,0.0212,0.0315,0.0315,0.6018
04-MAY-2026,DCXINDIA,202.19,200.97,0.0061,0.0313,0.0313,0.5980
04-MAY-2026,DDEVPLSTIK,251.40,252.75,-0.0054,0.0311,0.0311,0.5942
04-MAY-2026,DECCANCE,669.30,654.65,0.0221,0.0274,0.0274,0.5235
04-MAY-2026,DECNGOLD,120.95,124.00,-0.0249,0.0369,0.0369,0.7050
04-MAY-2026,DEEDEV,438.10,417.00,0.0494,0.0337,0.0338,0.6457
04-MAY-2026,DEEPAKFERT,1289.10,1265.10,0.0188,0.0287,0.0287,0.5483
04-MAY-2026,DEEPAKNTR,1752.20,1736.90,0.0088,0.0198,0.0197,0.3764
04-MAY-2026,DEEPINDS,483.60,485.55,-0.0040,0.0292,0.0291,0.5560
04-MAY-2026,DEFENCE,74.16,73.99,0.0023,0.0086,0.0086,0.1643
04-MAY-2026,DELHISAFE,48.80,48.80,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,DELHIVERY,467.35,467.05,0.0006,0.0204,0.0203,0.3878
04-MAY-2026,DELPHIFX,11.20,11.81,-0.0530,0.0374,0.0375,0.7164
04-MAY-2026,DELTACORP,70.96,71.18,-0.0031,0.0293,0.0292,0.5579
04-MAY-2026,DELTAMAGNT,63.00,61.63,0.0220,0.0327,0.0327,0.6247
04-MAY-2026,DEN,27.60,27.73,-0.0047,0.0216,0.0215,0.4108
04-MAY-2026,DENIMDL,1.10,1.10,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,DENORA,835.15,855.40,-0.0240,0.0285,0.0285,0.5445
04-MAY-2026,DENTA,285.05,280.15,0.0173,0.0297,0.0296,0.5655
04-MAY-2026,DEVIT,31.49,31.18,0.0099,0.0351,0.0350,0.6687
04-MAY-2026,DEVRUPTRAD,10.00,10.00,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,DEVX,41.75,42.54,-0.0187,0.0240,0.0240,0.4585
04-MAY-2026,DEVYANI,121.80,124.72,-0.0237,0.0249,0.0249,0.4757
04-MAY-2026,DEWANHOUS,16.70,16.70,0.0000,0.0030,0.0030,0.0573
04-MAY-2026,DGCONTENT,31.77,31.95,-0.0056,0.0334,0.0333,0.6362
04-MAY-2026,DHAMPURSUG,156.10,155.41,0.0044,0.0241,0.0240,0.4585
04-MAY-2026,DHANBANK,30.83,30.41,0.0137,0.0257,0.0257,0.4910
04-MAY-2026,DHANUKA,1096.80,1079.65,0.0158,0.0225,0.0225,0.4299
04-MAY-2026,DHARAN,0.14,0.15,-0.0690,0.0491,0.0492,0.9400
04-MAY-2026,DHARMAJ,267.55,259.36,0.0311,0.0264,0.0264,0.5044
04-MAY-2026,DHRUV,33.86,35.76,-0.0546,0.0319,0.0320,0.6114
04-MAY-2026,DHUNINV,910.25,915.40,-0.0056,0.0292,0.0291,0.5560
04-MAY-2026,DIACABS,166.03,157.80,0.0508,0.0284,0.0285,0.5445
04-MAY-2026,DIAMINESQ,270.05,262.77,0.0273,0.0265,0.0265,0.5063
04-MAY-2026,DIAMONDYD,984.85,995.50,-0.0108,0.0221,0.0220,0.4203
04-MAY-2026,DICIND,532.20,533.00,-0.0015,0.0212,0.0212,0.4050
04-MAY-2026,DIFFNKG,309.15,300.40,0.0287,0.0286,0.0286,0.5464
04-MAY-2026,DIGIDRIVE,23.67,23.87,-0.0084,0.0272,0.0272,0.5197
04-MAY-2026,DIGISPICE,21.01,21.32,-0.0146,0.0310,0.0310,0.5923
04-MAY-2026,DIGITIDE,96.73,97.31,-0.0060,0.0259,0.0258,0.4929
04-MAY-2026,DIGJAMLMTD,45.96,46.48,-0.0113,0.0294,0.0293,0.5598
04-MAY-2026,DIL,0.97,1.02,-0.0503,0.0257,0.0259,0.4948
04-MAY-2026,DISAQ,12115.00,12432.50,-0.0259,0.0186,0.0187,0.3573
04-MAY-2026,DISHTV,3.82,3.82,0.0000,0.0350,0.0349,0.6668
04-MAY-2026,DIVGIITTS,709.00,720.60,-0.0162,0.0258,0.0257,0.4910
04-MAY-2026,DIVIDEND,36.82,36.80,0.0005,0.0073,0.0073,0.1395
04-MAY-2026,DIVISLAB,6619.50,6502.50,0.0178,0.0154,0.0154,0.2942
04-MAY-2026,DIVOPPBEES,80.01,80.38,-0.0046,0.0090,0.0090,0.1719
04-MAY-2026,DIXON,11408.00,11167.00,0.0214,0.0254,0.0254,0.4853
04-MAY-2026,DJML,91.92,92.33,-0.0045,0.0298,0.0297,0.5674
04-MAY-2026,DLF,607.20,587.00,0.0338,0.0197,0.0198,0.3783
04-MAY-2026,DLINKINDIA,445.80,450.35,-0.0102,0.0252,0.0252,0.4814
04-MAY-2026,DMART,4376.40,4586.00,-0.0468,0.0170,0.0172,0.3286
04-MAY-2026,DMCC,286.05,277.02,0.0321,0.0316,0.0316,0.6037
04-MAY-2026,DNAMEDIA,3.01,3.00,0.0033,0.0366,0.0365,0.6973
04-MAY-2026,DODLA,1095.00,1100.00,-0.0046,0.0221,0.0221,0.4222
04-MAY-2026,DOLATALGO,77.37,77.46,-0.0012,0.0277,0.0276,0.5273
04-MAY-2026,DOLLAR,310.55,299.81,0.0352,0.0265,0.0266,0.5082
04-MAY-2026,DOLPHIN,410.65,416.30,-0.0137,0.0562,0.0561,1.0718
04-MAY-2026,DOMS,2340.50,2291.40,0.0212,0.0208,0.0208,0.3974
04-MAY-2026,DONEAR,92.63,91.00,0.0178,0.0271,0.0271,0.5177
04-MAY-2026,DPABHUSHAN,1036.80,1035.55,0.0012,0.0247,0.0247,0.4719
04-MAY-2026,DPSCLTD,10.17,10.05,0.0119,0.0267,0.0266,0.5082
04-MAY-2026,DPWIRES,182.41,178.81,0.0199,0.0320,0.0319,0.6094
04-MAY-2026,DRAGARWQ,5084.20,4976.05,0.0215,0.0229,0.0229,0.4375
04-MAY-2026,DRCSYSTEMS,15.46,15.08,0.0249,0.0326,0.0326,0.6228
04-MAY-2026,DREAMFOLKS,80.35,80.92,-0.0071,0.0324,0.0323,0.6171
04-MAY-2026,DREDGECORP,945.55,938.70,0.0073,0.0360,0.0359,0.6859
04-MAY-2026,DRREDDY,1287.20,1322.90,-0.0274,0.0149,0.0150,0.2866
04-MAY-2026,DSFCL,27.40,26.11,0.0482,0.0230,0.0232,0.4432
04-MAY-2026,DSSL,1115.40,1088.25,0.0246,0.0304,0.0303,0.5789
04-MAY-2026,DTIL,146.26,138.34,0.0557,0.0264,0.0266,0.5082
04-MAY-2026,DUCON,3.20,3.26,-0.0186,0.0361,0.0360,0.6878
04-MAY-2026,DVL,249.06,242.54,0.0265,0.0276,0.0276,0.5273
04-MAY-2026,DWARKESH,47.37,46.96,0.0087,0.0269,0.0268,0.5120
04-MAY-2026,DYCL,392.25,370.43,0.0572,0.0330,0.0332,0.6343
04-MAY-2026,DYNAMATECH,11481.00,11568.00,-0.0075,0.0278,0.0278,0.5311
04-MAY-2026,DYNPRO,227.45,223.08,0.0194,0.0304,0.0303,0.5789
04-MAY-2026,E2E,2831.30,2883.90,-0.0184,0.0347,0.0347,0.6629
04-MAY-2026,EASEMYTRIP,7.82,7.86,-0.0051,0.0332,0.0331,0.6324
04-MAY-2026,EASTSILK,58.99,59.10,-0.0019,0.1247,0.1244,2.3767
04-MAY-2026,EBANKNIFTY,55.30,55.32,-0.0004,0.0108,0.0107,0.2044
04-MAY-2026,EBBETF0430,1569.23,1564.87,0.0028,0.0019,0.0019,0.0363
04-MAY-2026,EBBETF0431,1403.30,1401.23,0.0015,0.0024,0.0024,0.0459
04-MAY-2026,EBBETF0433,1271.38,1268.07,0.0026,0.0027,0.0027,0.0516
04-MAY-2026,EBGNG,453.25,424.55,0.0654,0.0249,0.0253,0.4834
04-MAY-2026,EBSL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,ECAPINSURE,23.66,23.69,-0.0013,0.0123,0.0123,0.2350
04-MAY-2026,ECLERX,1419.30,1429.00,-0.0068,0.0268,0.0268,0.5120
04-MAY-2026,ECOSMOBLTY,138.02,137.89,0.0009,0.0330,0.0329,0.6286
04-MAY-2026,EDELWEISS,116.79,114.25,0.0220,0.0286,0.0286,0.5464
04-MAY-2026,EDUCOMP,0.98,0.95,0.0311,0.0191,0.0192,0.3668
04-MAY-2026,EFCIL,185.71,195.29,-0.0503,0.0310,0.0312,0.5961
04-MAY-2026,EGOLD,147.90,149.20,-0.0088,0.0184,0.0184,0.3515
04-MAY-2026,EICHERMOT,7329.00,7109.00,0.0305,0.0175,0.0176,0.3362
04-MAY-2026,EIDPARRY,853.50,844.00,0.0112,0.0197,0.0197,0.3764
04-MAY-2026,EIEL,213.56,211.95,0.0076,0.0305,0.0305,0.5827
04-MAY-2026,EIFFL,246.19,244.99,0.0049,0.0265,0.0264,0.5044
04-MAY-2026,EIFL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,EIHAHOTELS,332.15,323.80,0.0255,0.0219,0.0219,0.4184
04-MAY-2026,EIHOTEL,326.70,318.95,0.0240,0.0214,0.0214,0.4088
04-MAY-2026,EIMCOELECO,1577.50,1573.60,0.0025,0.0339,0.0338,0.6457
04-MAY-2026,EKC,121.52,119.38,0.0178,0.0296,0.0295,0.5636
04-MAY-2026,ELANTAS,9605.50,9613.90,-0.0009,0.0241,0.0241,0.4604
04-MAY-2026,ELCIDIN,123800.00,124667.00,-0.0070,0.3156,0.3148,6.0142
04-MAY-2026,ELDEHSG,823.60,828.40,-0.0058,0.0291,0.0290,0.5540
04-MAY-2026,ELECON,525.65,506.70,0.0367,0.0306,0.0306,0.5846
04-MAY-2026,ELECTCAST,88.61,81.99,0.0776,0.0322,0.0326,0.6228
04-MAY-2026,ELECTHERM,805.50,807.00,-0.0019,0.0342,0.0342,0.6534
04-MAY-2026,ELGIEQUIP,554.35,553.50,0.0015,0.0240,0.0240,0.4585
04-MAY-2026,ELGIRUBCO,51.48,53.62,-0.0407,0.0397,0.0397,0.7585
04-MAY-2026,ELIN,120.93,121.09,-0.0013,0.0304,0.0304,0.5808
04-MAY-2026,ELIQUID,1029.24,1029.11,0.0001,0.0002,0.0002,0.0038
04-MAY-2026,ELITECON,37.03,36.95,0.0022,0.1017,0.1014,1.9372
04-MAY-2026,ELLEN,269.60,268.21,0.0052,0.0260,0.0260,0.4967
04-MAY-2026,ELM250,16.22,16.26,-0.0025,0.0095,0.0095,0.1815
04-MAY-2026,ELPROINTL,120.22,108.09,0.1064,0.0238,0.0249,0.4757
04-MAY-2026,EMAMILTD,456.00,444.50,0.0255,0.0187,0.0188,0.3592
04-MAY-2026,EMAMIPAP,80.85,78.61,0.0281,0.0247,0.0247,0.4719
04-MAY-2026,EMAMIREAL,95.22,90.45,0.0514,0.0367,0.0368,0.7031
04-MAY-2026,EMBASSY,420.14,424.76,-0.0109,0.0119,0.0119,0.2273
04-MAY-2026,EMBDL,48.59,46.26,0.0491,0.0307,0.0308,0.5884
04-MAY-2026,EMCURE,1789.40,1680.10,0.0630,0.0217,0.0221,0.4222
04-MAY-2026,EMIL,120.30,124.34,-0.0330,0.0291,0.0291,0.5560
04-MAY-2026,EMKAY,226.29,223.38,0.0129,0.0353,0.0352,0.6725
04-MAY-2026,EMMBI,84.34,83.87,0.0056,0.0281,0.0280,0.5349
04-MAY-2026,EMMVEE,267.35,262.40,0.0187,0.0243,0.0243,0.4643
04-MAY-2026,EMPOWER,2.11,2.05,0.0288,0.0339,0.0339,0.6477
04-MAY-2026,EMSLIMITED,344.05,347.30,-0.0094,0.0313,0.0312,0.5961
04-MAY-2026,EMUDHRA,497.65,489.45,0.0166,0.0237,0.0237,0.4528
04-MAY-2026,EMULTIMQ,42.11,42.01,0.0024,0.0106,0.0106,0.2025
04-MAY-2026,ENDURANCE,2366.00,2330.60,0.0151,0.0205,0.0205,0.3917
04-MAY-2026,ENERGY,41.17,41.00,0.0041,0.0085,0.0085,0.1624
04-MAY-2026,ENERGYDEV,16.98,17.21,-0.0135,0.0328,0.0328,0.6266
04-MAY-2026,ENGINERSIN,261.70,251.94,0.0380,0.0283,0.0283,0.5407
04-MAY-2026,ENIFTY,24.17,24.02,0.0062,0.0074,0.0074,0.1414
04-MAY-2026,ENIL,118.30,119.09,-0.0067,0.0234,0.0233,0.4451
04-MAY-2026,ENRIN,3320.70,3278.90,0.0127,0.0172,0.0172,0.3286
04-MAY-2026,ENTERO,1233.50,1216.50,0.0139,0.0236,0.0235,0.4490
04-MAY-2026,EPACK,275.95,279.36,-0.0123,0.0323,0.0322,0.6152
04-MAY-2026,EPACKPEB,204.31,200.21,0.0203,0.0289,0.0289,0.5521
04-MAY-2026,EPIGRAL,1328.70,1214.75,0.0897,0.0276,0.0282,0.5388
04-MAY-2026,EPL,225.00,226.14,-0.0051,0.0218,0.0217,0.4146
04-MAY-2026,EQUAL200,13.41,13.32,0.0067,0.0102,0.0102,0.1949
04-MAY-2026,EQUAL50,327.36,325.79,0.0048,0.0077,0.0077,0.1471
04-MAY-2026,EQUAL50ADD,337.68,335.87,0.0054,0.0104,0.0103,0.1968
04-MAY-2026,EQUIPPP,17.27,17.56,-0.0167,0.0281,0.0281,0.5368
04-MAY-2026,EQUITASBNK,70.90,66.85,0.0588,0.0219,0.0223,0.4260
04-MAY-2026,ERIS,1353.60,1322.90,0.0229,0.0197,0.0197,0.3764
04-MAY-2026,ESABINDIA,7137.50,6267.20,0.1300,0.0180,0.0201,0.3840
04-MAY-2026,ESAFSFB,26.56,26.40,0.0060,0.0223,0.0223,0.4260
04-MAY-2026,ESCORTS,3205.10,3241.60,-0.0113,0.0206,0.0205,0.3917
04-MAY-2026,ESENSEX,77.31,76.65,0.0086,0.0072,0.0072,0.1376
04-MAY-2026,ESG,41.17,40.89,0.0068,0.0094,0.0094,0.1796
04-MAY-2026,ESILVER,240.77,237.14,0.0152,0.0340,0.0339,0.6477
04-MAY-2026,ESSARSHPNG,26.97,26.94,0.0011,0.0377,0.0376,0.7183
04-MAY-2026,ESSENTIA,1.30,1.30,0.0000,0.0345,0.0344,0.6572
04-MAY-2026,ESTER,90.33,90.18,0.0017,0.0314,0.0313,0.5980
04-MAY-2026,ETERNAL,251.90,247.02,0.0196,0.0238,0.0238,0.4547
04-MAY-2026,ETHOSLTD,2389.50,2401.80,-0.0051,0.0240,0.0240,0.4585
04-MAY-2026,EUREKAFORB,506.50,498.70,0.0155,0.0211,0.0210,0.4012
04-MAY-2026,EUROBOND,168.93,172.97,-0.0236,0.0199,0.0199,0.3802
04-MAY-2026,EUROPRATIK,272.95,268.82,0.0152,0.0245,0.0244,0.4662
04-MAY-2026,EUROTEXIND,15.50,15.65,-0.0096,0.0527,0.0525,1.0030
04-MAY-2026,EVEREADY,322.85,335.05,-0.0371,0.0231,0.0232,0.4432
04-MAY-2026,EVERESTIND,392.75,379.05,0.0355,0.0284,0.0285,0.5445
04-MAY-2026,EVIETF,30.22,30.44,-0.0073,0.0108,0.0108,0.2063
04-MAY-2026,EVINDIA,30.20,30.08,0.0040,0.0117,0.0116,0.2216
04-MAY-2026,EXCELINDUS,960.80,955.15,0.0059,0.0248,0.0247,0.4719
04-MAY-2026,EXCELSOFT,91.14,93.53,-0.0259,0.0236,0.0236,0.4509
04-MAY-2026,EXICOM,113.50,115.40,-0.0166,0.0314,0.0313,0.5980
04-MAY-2026,EXIDEIND,359.05,360.55,-0.0042,0.0185,0.0185,0.3534
04-MAY-2026,EXPLEOSOL,821.35,814.40,0.0085,0.0234,0.0234,0.4471
04-MAY-2026,EXXARO,6.85,6.97,-0.0174,0.0315,0.0314,0.5999
04-MAY-2026,FABTECH,165.84,168.63,-0.0167,0.0259,0.0258,0.4929
04-MAY-2026,FACT,905.75,899.10,0.0074,0.0305,0.0305,0.5827
04-MAY-2026,FAIRCHEMOR,593.25,570.75,0.0387,0.0274,0.0274,0.5235
04-MAY-2026,FAZE3Q,455.15,442.55,0.0281,0.0395,0.0395,0.7546
04-MAY-2026,FCL,23.03,22.98,0.0022,0.0281,0.0280,0.5349
04-MAY-2026,FCONSUMER,0.35,0.34,0.0290,0.0200,0.0200,0.3821
04-MAY-2026,FCSSOFT,1.67,1.67,0.0000,0.0314,0.0313,0.5980
04-MAY-2026,FDC,371.85,364.50,0.0200,0.0175,0.0176,0.3362
04-MAY-2026,FEDDERSHOL,33.53,34.00,-0.0139,0.0313,0.0313,0.5980
04-MAY-2026,FEDERALBNK,289.15,286.95,0.0076,0.0167,0.0167,0.3191
04-MAY-2026,FEDFINA,146.26,146.23,0.0002,0.0249,0.0249,0.4757
04-MAY-2026,FEL,0.48,0.47,0.0211,0.0372,0.0372,0.7107
04-MAY-2026,FELDVR,3.05,2.91,0.0470,0.0367,0.0368,0.7031
04-MAY-2026,FERMENTA,298.25,311.20,-0.0425,0.0295,0.0296,0.5655
04-MAY-2026,FFL,40.00,40.00,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,FIBERWEB,37.75,37.22,0.0141,0.0295,0.0294,0.5617
04-MAY-2026,FIEMIND,2270.10,2182.70,0.0393,0.0235,0.0236,0.4509
04-MAY-2026,FILATEX,44.48,45.71,-0.0273,0.0276,0.0276,0.5273
04-MAY-2026,FILATFASH,0.25,0.26,-0.0392,0.0387,0.0387,0.7394
04-MAY-2026,FINCABLES,1016.25,990.55,0.0256,0.0232,0.0232,0.4432
04-MAY-2026,FINEORG,4598.30,4627.90,-0.0064,0.0204,0.0204,0.3897
04-MAY-2026,FINIETF,31.77,31.46,0.0098,0.0134,0.0134,0.2560
04-MAY-2026,FINKURVE,72.72,72.16,0.0077,0.0378,0.0377,0.7203
04-MAY-2026,FINOPB,127.03,126.19,0.0066,0.0371,0.0370,0.7069
04-MAY-2026,FINPIPE,173.63,172.81,0.0047,0.0203,0.0203,0.3878
04-MAY-2026,FIRL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,FIRSTCRY,236.89,239.18,-0.0096,0.0304,0.0303,0.5789
04-MAY-2026,FISCHER,37.91,37.97,-0.0016,0.0326,0.0325,0.6209
04-MAY-2026,FIVESTAR,481.60,479.50,0.0044,0.0266,0.0265,0.5063
04-MAY-2026,FLAIR,321.60,318.75,0.0089,0.0220,0.0219,0.4184
04-MAY-2026,FLEXIADD,9.73,9.75,-0.0021,0.0071,0.0071,0.1356
04-MAY-2026,FLEXITUFF,7.13,7.37,-0.0331,0.0353,0.0352,0.6725
04-MAY-2026,FLFL,1.58,1.52,0.0387,0.0315,0.0316,0.6037
04-MAY-2026,FLUOROCHEM,3750.70,3602.00,0.0405,0.0209,0.0210,0.4012
04-MAY-2026,FMCGIETF,54.75,54.67,0.0015,0.0091,0.0091,0.1739
04-MAY-2026,FMGOETZE,484.00,470.00,0.0294,0.0256,0.0256,0.4891
04-MAY-2026,FMNL,9.76,9.61,0.0155,0.0316,0.0315,0.6018
04-MAY-2026,FOCUS,79.74,79.43,0.0039,0.0310,0.0309,0.5903
04-MAY-2026,FOODSIN,63.94,64.41,-0.0073,0.0327,0.0327,0.6247
04-MAY-2026,FORCEMOT,19331.00,19904.00,-0.0292,0.0339,0.0339,0.6477
04-MAY-2026,FORTIS,952.90,922.95,0.0319,0.0184,0.0185,0.3534
04-MAY-2026,FOSECOIND,4704.90,4719.10,-0.0030,0.0255,0.0254,0.4853
04-MAY-2026,FRACTAL,992.25,936.00,0.0584,0.0152,0.0157,0.2999
04-MAY-2026,FRICKINDIA,10.00,10.00,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,FRONTSP,1413.50,1427.60,-0.0099,0.0342,0.0341,0.6515
04-MAY-2026,FSL,215.53,213.95,0.0074,0.0264,0.0263,0.5025
04-MAY-2026,FUSION,188.30,191.08,-0.0147,0.0287,0.0286,0.5464
04-MAY-2026,GABRIEL,1028.70,1025.60,0.0030,0.0314,0.0314,0.5999
04-MAY-2026,GAEL,154.96,155.75,-0.0051,0.0232,0.0231,0.4413
04-MAY-2026,GAIL,164.48,163.23,0.0076,0.0184,0.0183,0.3496
04-MAY-2026,GALAPREC,783.80,741.75,0.0551,0.0259,0.0261,0.4986
04-MAY-2026,GALAXYSURF,1863.10,1857.30,0.0031,0.0193,0.0192,0.3668
04-MAY-2026,GALLANTT,872.60,861.85,0.0124,0.0353,0.0352,0.6725
04-MAY-2026,GANDHAR,138.68,138.73,-0.0004,0.0231,0.0231,0.4413
04-MAY-2026,GANDHITUBE,870.25,832.80,0.0440,0.0259,0.0260,0.4967
04-MAY-2026,GANECOS,1051.20,1049.65,0.0015,0.0316,0.0315,0.6018
04-MAY-2026,GANESHBE,101.77,100.19,0.0156,0.0274,0.0274,0.5235
04-MAY-2026,GANESHCP,204.40,195.08,0.0467,0.0213,0.0215,0.4108
04-MAY-2026,GANESHHOU,658.45,665.50,-0.0107,0.0267,0.0267,0.5101
04-MAY-2026,GANGAFORGE,2.80,2.90,-0.0351,0.0315,0.0315,0.6018
04-MAY-2026,GANGESSECU,125.01,127.58,-0.0203,0.0248,0.0248,0.4738
04-MAY-2026,GARFIBRES,634.65,614.70,0.0319,0.0228,0.0229,0.4375
04-MAY-2026,GARUDA,174.90,168.52,0.0372,0.0352,0.0352,0.6725
04-MAY-2026,GATECH,0.49,0.49,0.0000,0.0396,0.0395,0.7546
04-MAY-2026,GATECHDVR,0.49,0.46,0.0632,0.0308,0.0310,0.5923
04-MAY-2026,GATEWAY,59.33,57.37,0.0336,0.0200,0.0201,0.3840
04-MAY-2026,GAUDIUMIVF,115.61,121.46,-0.0494,0.0260,0.0262,0.5006
04-MAY-2026,GAYAHWS,2.35,2.25,0.0435,0.0371,0.0371,0.7088
04-MAY-2026,GAYAPROJ,18.81,17.91,0.0490,0.0252,0.0253,0.4834
04-MAY-2026,GCSL,365.40,362.00,0.0093,0.0386,0.0386,0.7375
04-MAY-2026,GDHL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
04-MAY-2026,GEECEE,296.70,295.98,0.0024,0.0265,0.0265,0.5063
04-MAY-2026,GEEKAYWIRE,26.41,25.26,0.0445,0.0301,0.0302,0.5770
04-MAY-2026,GEMAROMA,160.36,163.56,-0.0198,0.0250,0.0249,0.4757
04-MAY-2026,GENCON,40.30,40.96,-0.0162,0.0360,0.0359,0.6859
04-MAY-2026,GENESYS,252.20,268.80,-0.0637,0.0372,0.0374,0.7145
04-MAY-2026,GENSOL,22.00,23.14,-0.0505,0.0314,0.0316,0.6037
04-MAY-2026,GENUSPAPER,13.43,13.52,-0.0067,0.0284,0.0283,0.5407
04-MAY-2026,GENUSPOWER,318.00,312.08,0.0188,0.0284,0.0284,0.5426
04-MAY-2026,GEOJITFSL,65.08,64.43,0.0100,0.0275,0.0274,0.5235
04-MAY-2026,GESHIP,1536.80,1576.80,-0.0257,0.0211,0.0212,0.4050
04-MAY-2026,GFLLIMITED,48.19,48.51,-0.0066,0.0261,0.0260,0.4967
04-MAY-2026,GFSTEELS,12.36,12.36,0.0000,0.0321,0.0320,0.6114
04-MAY-2026,GHCL,528.10,506.80,0.0412,0.0202,0.0203,0.3878
04-MAY-2026,GHCLTEXTIL,90.23,89.06,0.0131,0.0246,0.0245,0.4681
04-MAY-2026,GICHSGFIN,152.45,151.51,0.0062,0.0185,0.0185,0.3534
04-MAY-2026,GICL,40.47,40.81,-0.0084,0.0201,0.0200,0.3821
04-MAY-2026,GICRE,409.35,393.40,0.0397,0.0203,0.0204,0.3897
04-MAY-2026,GILLANDERS,97.11,93.72,0.0355,0.0269,0.0270,0.5158
04-MAY-2026,GILLETTE,7986.00,7953.50,0.0041,0.0178,0.0178,0.3401
04-MAY-2026,GILT10BETA,25.99,26.02,-0.0012,0.0081,0.0081,0.1548
04-MAY-2026,GILT5BETA,65.44,65.10,0.0052,0.0084,0.0084,0.1605
04-MAY-2026,GILT5YBEES,64.37,64.38,-0.0002,0.0023,0.0023,0.0439
04-MAY-2026,GINNIFILA,42.58,42.11,0.0111,0.0342,0.0341,0.6515
04-MAY-2026,GIPCL,157.35,156.85,0.0032,0.0248,0.0248,0.4738
04-MAY-2026,GKENERGY,131.13,127.39,0.0289,0.0261,0.0261,0.4986
04-MAY-2026,GKSL,125.70,125.23,0.0037,0.0134,0.0134,0.2560
04-MAY-2026,GKWLIMITED,1656.60,1651.10,0.0033,0.0250,0.0249,0.4757
04-MAY-2026,GLAND,1815.60,1750.80,0.0363,0.0182,0.0183,0.3496
04-MAY-2026,GLAXO,2349.90,2336.40,0.0058,0.0197,0.0197,0.3764
04-MAY-2026,GLENMARK,2393.70,2406.30,-0.0053,0.0189,0.0188,0.3592
04-MAY-2026,GLFL,7.08,7.56,-0.0656,0.0769,0.0768,1.4673
04-MAY-2026,GLOBAL,101.53,103.60,-0.0202,0.0305,0.0304,0.5808
04-MAY-2026,GLOBALE,14.09,13.93,0.0114,0.0262,0.0261,0.4986
04-MAY-2026,GLOBALVECT,183.01,181.73,0.0070,0.0342,0.0342,0.6534
04-MAY-2026,GLOBE,2.48,2.48,0.0000,0.0320,0.0320,0.6114
04-MAY-2026,GLOBECIVIL,47.75,48.44,-0.0143,0.0258,0.0258,0.4929
04-MAY-2026,GLOBUSSPR,1124.90,1106.50,0.0165,0.0262,0.0262,0.5006
04-MAY-2026,GLOSTERLTD,623.50,612.90,0.0171,0.0187,0.0187,0.3573
04-MAY-2026,GLOTTIS,59.60,58.91,0.0116,0.0235,0.0234,0.4471
04-MAY-2026,GMBREW,956.10,957.15,-0.0011,0.0286,0.0285,0.5445
04-MAY-2026,GMDCLTD,727.70,736.15,-0.0115,0.0336,0.0336,0.6419
04-MAY-2026,GMMPFAUDLR,909.35,905.40,0.0044,0.0188,0.0187,0.3573
04-MAY-2026,GMRAIRPORT,98.90,96.43,0.0253,0.0211,0.0211,0.4031
04-MAY-2026,GMRP&UI,107.75,106.55,0.0112,0.0295,0.0294,0.5617
04-MAY-2026,GNA,421.00,430.55,-0.0224,0.0266,0.0266,0.5082
04-MAY-2026,GNFC,476.20,469.35,0.0145,0.0197,0.0197,0.3764
04-MAY-2026,GNRL,99.55,97.65,0.0193,0.0292,0.0292,0.5579
04-MAY-2026,GOACARBON,383.90,370.70,0.0350,0.0254,0.0254,0.4853
04-MAY-2026,GOCLCORP,330.55,325.15,0.0165,0.0294,0.0293,0.5598
04-MAY-2026,GOCOLORS,276.20,281.95,-0.0206,0.0256,0.0255,0.4872
